artist,track,Year,energy,liveness,tempo,speechiness,acousticness,instrumentalness,valence,danceability,mean_energy,mean_liveness,mean_tempo,mean_speechiness,mean_acousticness,mean_instrumentalness,mean_valence,mean_danceability,raw_tempo,spotify_id
"Mancini, Henry",Love Theme From Romeo & Juliet,1969,0.182654,0.121978,0.651162162162,0.03074,0.984029,0.814011,0.125143,0.271241,0.52524387399,0.243679969305,0.446759572982,0.0576464361874,0.428144932149,0.101315481422,0.635954725363,0.524236189015,148.372,0oFkaYVT0tVb9v5sOaMvJv
Zager & Evans,In the Year 2525 (Exordium & Terminus),1969,0.662993,0.154455,0.494743243243,0.032373,0.258444,0.000711,0.55856,0.434363,0.52994870607,0.23817363099,0.446503086953,0.0554471916933,0.427911733227,0.10810513738,0.636415760383,0.523913683706,125.222,5UVsbUV0Kh033cqsZ5sLQi
Rolling Stones,Honky Tonk Women,1969,0.786645,0.052998,0.456918918919,0.047942,0.471245,0.128251,0.974561,0.58263,0.530218838658,0.240356988818,0.442838614973,0.0557465990415,0.42667956869,0.106090610224,0.63566501278,0.525604731629,119.624,4z7OCDAAIZxfzQ6qyUSx1O
Archies,"Sugar, Sugar",1969,0.627514,0.050177,0.179844594595,0.046469,0.116659,2.5e-05,0.961807,0.626384,0.531832554313,0.240646263578,0.441525958466,0.0552505702875,0.427626284345,0.105505464856,0.636463694888,0.526894253994,78.617,3iSws76HjaU7k49EqJVTfF
Temptations,I Can't Get Next To You,1969,0.436499,0.165857,1.0,0.064238,0.920861,0.058235,0.86419,0.412291,0.534467165869,0.242464011164,0.440132548817,0.0542881451356,0.433512325359,0.110277473684,0.640200585327,0.523583255183,216.486,5cS39Jh4zJeTTqwjtAcLfc
Elvis Presley,Suspicious Minds,1969,0.571875,0.11542,0.429060810811,0.027477,0.01303,0.528529,0.607366,0.569474,0.527267424242,0.237824980861,0.441581749213,0.0540357129187,0.438904111643,0.113822344498,0.639482001595,0.522562519936,115.501,6KDG8vvFerlCU63IXdw1zb
5th Dimension,Wedding Bell Blues,1969,0.398665,0.094448,0.457594594595,0.036621,0.668045,0.0,0.512492,0.519856,0.5283035088,0.2378039952,0.441673535135,0.0542773568,0.4379902496,0.114670552,0.6372721936,0.5210312448,119.724,0bzNvVatHKKtAudmRvar8J
Beatles,Come Together,1969,0.288204,0.098827,0.775864864865,0.040902,0.028018,0.320416,0.219413,0.525974,0.528071743922,0.237119957861,0.441105173245,0.0548110794165,0.443758337115,0.116426398703,0.636708202593,0.520023116694,166.828,2EqlS6tkEnglzr7tkKAAYD
Steam,Na Na Hey Hey Kiss Him Goodbye,1969,0.756511,0.280778,0.430094594595,0.035847,0.026151,8.3e-05,0.569565,0.647369,0.528071743922,0.237119957861,0.441105173245,0.0548110794165,0.443758337115,0.116426398703,0.636708202593,0.520023116694,115.654,3TCoi8VvwR25C1dGrWYkXo
"Peter, Paul & Mary",Leaving on A Jet Plane,1969,0.174595,0.112315,0.752736486486,0.066276,0.896919,0.837814,0.256522,0.233032,0.530268196141,0.240375864952,0.445647931694,0.0550876270096,0.438854390675,0.115995729904,0.636305594855,0.519022606109,163.405,6ZSTinOwx5dKFYc6iYyGDn
B.J. Thomas,Raindrops Keep Fallin' On My Head,1970,0.209096,0.081831,0.354391891892,0.048279,0.853942,1.7e-05,0.67311,0.667289,0.532151319805,0.239369579545,0.445254058442,0.0555409220779,0.436964147727,0.117250461039,0.633908555195,0.518806840909,104.45,79Yk6AlSKi5dxDFINID2hS
Supremes,Someday We'll Be Together,1969,0.662099,0.062439,0.38175,0.030857,0.053829,0.001705,0.620478,0.627436,0.534397787338,0.24315649026,0.44614217708,0.0553098798701,0.435372918831,0.121080409091,0.635964751623,0.520687102273,108.499,0zRtBDhwtIFTfoK2HuURbM
Jackson 5,I Want You Back,1970,0.745693,0.349098,0.313783783784,0.037348,0.340281,0.000325,0.885061,0.636702,0.534985394184,0.246561177706,0.446514976204,0.0554948319871,0.439845581583,0.119927980614,0.639205268174,0.523435116317,98.44,0PGwM5vdr5fMejx0IIAYXj
Shocking Blue,Venus,1970,0.76218,0.080413,0.514263513514,0.036745,0.461632,0.028627,0.959429,0.690751,0.535160194399,0.247736645799,0.448533683601,0.0563297710049,0.442632794069,0.124294695222,0.639297294893,0.521942130148,128.111,0Z3xhSOhrawLV81YdiDiiJ
Sly & the Family Stone,Thank You (Falettinme Be Mice Elf Agin),1970,0.727067,0.055309,0.367756756757,0.088574,0.659534,0.000384,0.813637,0.876254,0.538328819835,0.248689153719,0.454048726826,0.0567033818182,0.44172978843,0.121560510744,0.642111923967,0.523430246281,106.428,74iQ3gahRTOGc19bYadBE3
Simon & Garfunkel,Bridge Over Troubled Water,1970,0.159097,0.827081,0.134472972973,0.035518,0.815475,1e-06,0.270242,0.404488,0.535010501678,0.251560731544,0.449527027027,0.0561914697987,0.438272052013,0.121377401007,0.639962015101,0.522334323826,71.902,6l8EbYRtQMgKOyc1gcDHF9
Jackson 5,ABC,1970,0.290328,0.579107,0.325216216216,0.575789,0.907166,0.0,0.558044,0.681245,0.537309163851,0.249399630068,0.447689383218,0.0558431875,0.435118515203,0.113437326014,0.639936493243,0.521715349662,100.132,6wDviYDtmSDZ0S6TVMM9Vc
Beatles,Let It Be,1970,0.39101,0.120897,0.598756756757,0.032216,0.60354,0.0,0.390107,0.45026,0.537770003384,0.252378646362,0.448512987607,0.0552002165821,0.43658592555,0.113131541455,0.641288839255,0.521762483926,140.616,7iN1s7xHE4ifF5povM6A48
Guess Who,American Woman,1970,0.8408,0.31234,0.277547297297,0.037507,0.042442,0.001779,0.876866,0.537843,0.537770003384,0.252378646362,0.448512987607,0.0552002165821,0.43658592555,0.113131541455,0.641288839255,0.521762483926,93.077,5LPGZnsy07YNxeuTI1X3RT
Ray Stevens,Everything Is Beautiful,1970,0.328922,0.080196,0.428277027027,0.04718,0.749813,0.0,0.767051,0.413203,0.54026863468,0.251304294613,0.448630789881,0.0543004882155,0.43837243266,0.115871718855,0.640318340067,0.523821936027,115.385,3rrrMhc76FDnS4N7wu2KfH
Beatles,The Long And Winding Road,1970,0.228356,0.098579,0.565959459459,0.029495,0.816291,0.000971,0.162684,0.410493,0.54756509661,0.258040016949,0.449421781951,0.0545439644068,0.422082962712,0.113399711864,0.649269476271,0.526106949153,135.762,3mlMpmY8oZIBFc39D9zLbh
Three Dog Night,Mama Told Me (Not To Come),1970,0.916233,0.947842,0.515351351351,0.219661,0.142791,0.000287,0.585227,0.491193,0.54756509661,0.258040016949,0.449421781951,0.0545439644068,0.422082962712,0.113399711864,0.649269476271,0.526106949153,128.272,1dHCvm1MK2HAAvucbV4cdW
Jackson 5,The Love You Save,1970,0.742053,0.062377,0.421202702703,0.038017,0.412875,0.0,0.956098,0.74922,0.544173814626,0.257026545918,0.451684098639,0.0549469353741,0.419781732993,0.111758833333,0.647552438776,0.527034743197,114.338,2dYdai0GywuwYq6blSwDBV
Bread,Make It With You,1970,0.396116,0.204841,0.214966216216,0.023732,0.635333,0.000515,0.437816,0.617165,0.547073527304,0.259028522184,0.453195484734,0.0552370631399,0.416631846416,0.106806996587,0.65075581058,0.527472337884,83.815,7wWw7hBmErNg9u5w6Xx0vy
Carpenters,(They Long To Be) Close To You,1970,0.218627,0.110817,0.246466216216,0.033893,0.629294,2e-06,0.262497,0.547988,0.546046437607,0.258125451282,0.452945530146,0.0551403760684,0.417880882051,0.10651817094,0.650586003419,0.52743217094,88.477,79SE4x5ZROfEqaN12nXFHj
Edwin Starr,War,1970,0.742993,0.228583,0.472939189189,0.060547,0.008035,0.363076,0.379708,0.74713,0.550431141623,0.258895303972,0.455697789759,0.0546732711572,0.416548443869,0.109428464594,0.647733435233,0.523262036269,121.995,7bfWzWm54GVlb8XBKIb9Zx
Diana Ross,Ain't No Mountain High Enough,1970,0.688475,0.577844,0.320533783784,0.040772,0.284233,1e-06,0.559538,0.391749,0.550462553043,0.262060231304,0.457691974148,0.0556322156522,0.41197488,0.10940049913,0.647583746087,0.52542593913,99.439,70HjlOzbGV6PTUx0MAghzo
Neil Diamond,Cracklin' Rosie,1970,0.812814,0.980846,0.6095,0.103078,0.008716,0.0,0.760843,0.382277,0.552528371278,0.26271225394,0.454275713542,0.056682793345,0.405742537653,0.107144047285,0.646755563923,0.52778321366,142.206,5pkd9ib1RgbkAd1R9bIOCa
Jackson 5,I'll Be There,1970,0.194539,0.110571,0.280358108108,0.037423,0.930533,0.0,0.299635,0.478853,0.559524021127,0.272280702465,0.452531809098,0.0562277042254,0.395671730634,0.0928520475352,0.64555359331,0.526088109155,93.493,5RdhBLmB4DyFHLglRrfx63
Partridge Family,I Think I Love You,1970,0.562168,0.170213,0.336108108108,0.031892,0.016927,0.002141,0.788689,0.526732,0.559573103873,0.273644301056,0.453733334126,0.0566191161972,0.389617290493,0.0901349735915,0.645552197183,0.52647281162,101.744,2hb6LFp0TwBjkhf37od4G3
Smokey Robinson,The Tears Of A Clown,1970,0.631424,0.310516,0.515466216216,0.034343,0.504579,0.0,0.965196,0.584235,0.56157384127,0.274860365079,0.4524496282,0.0564649065256,0.388353631393,0.0869853315697,0.643849855379,0.526236871252,128.289,1T9BMZj3BoFfWddYhyVc79
Dawn,Knock Three Times,1971,0.708769,0.217318,0.474581081081,0.029493,0.013081,0.047352,0.876521,0.810532,0.558906862007,0.268823120072,0.448232781168,0.0562240878136,0.392867643369,0.0850190071685,0.642828125448,0.525471688172,122.238,0qdQUeKVyevrbKhAo0ibxS
George Harrison,My Sweet Lord,1970,0.703818,0.084131,0.465918918919,0.033503,0.067741,0.0,0.54371,0.537065,0.559807867621,0.269334849732,0.448570891553,0.0554098318426,0.390795191413,0.0851437227191,0.641679118068,0.526565094812,120.956,5eieTS268veCXyZoLoy7eP
Osmonds,One Bad Apple,1971,0.528632,0.25896,0.328885135135,0.040965,0.3113,0.0,0.929697,0.598398,0.560403636036,0.275979300901,0.444732055028,0.0558735603604,0.388559461261,0.0869284630631,0.636124281081,0.525944401802,100.675,1BphrvqrOj0y8C0umSSrCP
Janis Joplin,Me And Bobby McGee,1971,0.365341,0.085516,0.288898648649,0.052439,0.474183,0.000762,0.657383,0.422385,0.566420940541,0.275154996396,0.447761589968,0.0564150162162,0.379020176577,0.0830696576577,0.640804978378,0.52732563964,94.757,1IqFh00G2kvvMm8pRMpehA
Temptations,Just My Imagination (Running Away With Me),1971,0.430228,0.12256,0.27402027027,0.024571,0.869016,0.02099,0.416924,0.475628,0.568097467509,0.2704183213,0.449497011904,0.0557865397112,0.38110800361,0.082550099278,0.644369956679,0.527561391697,92.555,39Bd345OWEhRNyfayhp9gv
Three Dog Night,Joy To the World,1971,0.81471,0.12572,0.509094594595,0.050304,0.132989,0.0,0.733858,0.555371,0.563204457038,0.269910056673,0.447008164929,0.0566061352834,0.389444230347,0.0859569085923,0.643739963437,0.533029575868,127.346,2ymeOsYijJz09LfKw3yM2x
Honey Cone,Want Ads,1971,0.755925,0.151097,0.939675675676,0.235332,0.493654,0.002163,0.948132,0.648852,0.562237326679,0.266649005445,0.446369070977,0.0554181034483,0.383621598911,0.0861186624319,0.645596667877,0.532943306715,191.072,33DD0rBPXY5YdJ9yNte4GB
Raiders,Indian Reservation (The Lament Of the Cherokee Reservation Indian),1971,0.560115,0.102172,0.541243243243,0.051261,0.354234,0.00224,0.278676,0.634329,0.562237326679,0.266649005445,0.446369070977,0.0554181034483,0.383621598911,0.0861186624319,0.645596667877,0.532943306715,132.104,3mDOHVY9MWZOTODSNF5GBj
Rolling Stones,Brown Sugar,1971,0.963142,0.989275,0.584594594595,0.077262,0.003529,0.228006,0.523072,0.369439,0.561250627523,0.261436414679,0.445681812546,0.0550733137615,0.389027638532,0.087404493578,0.643295634862,0.529987899083,138.52,61UuPxxYUvacEH6SHIK3sU
Carole King,It's Too Late,1971,0.268021,0.098737,0.384871621622,0.03116,0.485468,0.046294,0.87759,0.692571,0.564471891144,0.263894175277,0.447753665104,0.0555059280443,0.391777538745,0.0885191678967,0.642111859779,0.528544361624,108.961,12q3V8ShACq2PSWINMc2rC
James Taylor,You've Got A Friend,1971,0.202895,0.578052,0.304837837838,0.030769,0.833505,0.000291,0.313605,0.56413,0.566892711645,0.269949809612,0.44514395264,0.056603935305,0.399072275416,0.0875704621072,0.644136497227,0.530144,97.116,69l8nFPu0LWmnoJX7YSVYc
Bee Gees,How Can You Mend A Broken Heart,1971,0.246973,0.76684,0.161689189189,0.04057,0.775715,9e-06,0.390637,0.462283,0.563180708791,0.273064981685,0.443268797644,0.0575112857143,0.402739043956,0.0852227527473,0.64205102381,0.532762327839,75.93,1jy0RbDHyBMTupSdc98XbG
Donny Osmond,Go Away Little Girl,1971,0.414651,0.197413,0.392682432432,0.036398,0.803181,0.000296,0.364412,0.430623,0.564647345521,0.270675127971,0.448665892584,0.0579816325411,0.400541658135,0.0791795813528,0.647762513711,0.534392067642,110.117,4kjOWauuYptQVSnuac4dsr
Paul & Linda McCartney,Uncle Albert / Admiral Halsey,1971,0.313513,0.183294,0.283013513514,0.028714,0.801218,0.488201,0.547847,0.400228,0.56259887156,0.272107700917,0.450441891892,0.0577305431193,0.403202416514,0.0793237009174,0.647211234862,0.533590442202,93.886,5jvwnpJunnIVm1gLLMviGr
Rod Stewart,Maggie May,1971,0.591828,0.849645,0.507736486486,0.083129,0.060356,0.015013,0.654626,0.463297,0.562673519126,0.271622837887,0.449256178309,0.0563478214936,0.407541479053,0.0799176247723,0.647194071038,0.533395151184,127.145,6G9C2SzXsGLkoknwoWI9C8
Cher,"Gypsys, Tramps & Thieves",1971,0.588698,0.08485,0.239810810811,0.029753,0.471861,0.0,0.773607,0.606968,0.561555462929,0.266751971067,0.44874648111,0.0577451609403,0.420093139241,0.0836188083183,0.650675943942,0.535797209765,87.492,2xq1I5pSnwzNQHtEWFetlA
Isaac Hayes,Theme From Shaft,1971,0.644619,0.412682,0.461243243243,0.042712,0.008044,5e-06,0.813184,0.512936,0.563817456679,0.269878306859,0.446511293785,0.058115631769,0.418289297834,0.0838180072202,0.655491796029,0.539218054152,120.264,4aCn63qT3z7BmXHvDcOxSw
Melanie,Brand New Key,1971,0.254736,0.486096,0.153864864865,0.080135,0.83833,0.0,0.471138,0.445723,0.565287010811,0.270357754955,0.447861918675,0.0582824846847,0.416866248649,0.0849092486486,0.652462983784,0.537427745946,74.772,3tm6LVXZJg0lG4hQm5ytrT
Sly & the Family Stone,Family Affair,1971,0.524611,0.077404,0.384364864865,0.10983,0.734191,0.015222,0.843287,0.811416,0.563168221223,0.268416476619,0.448734493486,0.0581948776978,0.418674809353,0.0859405179856,0.65058127518,0.536686793165,108.886,2GVEs1sn5Q1jB1976vQoAX
Don McLean,American Pie (Parts 1 and 2),1972,0.585286,0.355912,0.525540540541,0.04766,0.671842,0.0,0.691455,0.443154,0.56075189228,0.2711827307,0.443274976952,0.0575423447038,0.423689804309,0.0837782405745,0.647627694794,0.537520416517,129.78,1fDsrQ23eTAVFElUMaf38X
Al Green,Let's Stay Together,1972,0.470346,0.204816,0.334364864865,0.038404,0.054163,0.000194,0.674598,0.767975,0.560733630357,0.272036864286,0.443043038127,0.0581954982143,0.428665844643,0.0841705285714,0.649019541071,0.537900430357,101.486,63xdwScd1Ai1GigAwQxE8y
Nilsson,Without You,1972,0.368952,0.09256,0.0924391891892,0.025921,0.676386,1.5e-05,0.159069,0.414392,0.56087087389,0.269648055062,0.446564087178,0.058326928952,0.424940824156,0.0815183321492,0.652550328597,0.539380872114,65.681,7vqubB6rY1NpGVGpHYobbQ
Neil Young,Heart Of Gold,1972,0.151121,0.210061,0.289972972973,0.033023,0.88661,0.248658,0.425239,0.638539,0.553530109347,0.272071821869,0.444031328948,0.0598146208113,0.434698853616,0.0847943880071,0.644752580247,0.535737626102,94.916,5IRWgQiN0c2i4U97iE3OoY
America,A Horse With No Name,1972,0.482511,0.240481,0.485858108108,0.032195,0.681547,0.0,0.920178,0.673488,0.553470311504,0.272043230088,0.443614051662,0.0592324725664,0.435527828319,0.0858035115044,0.648247297345,0.537672292035,123.907,54eZmuggBFJbV7k248bTTt
Roberta Flack,The First Time Ever I Saw Your Face,1972,0.021719,0.107104,0.482013513514,0.037722,0.84891,0.010539,0.144122,0.312499,0.552864042105,0.273534405263,0.444725343765,0.0598338,0.433605175439,0.0866540298246,0.649166268421,0.537697607018,123.338,0SxFyA4FqmEQqZVuAlg8lf
Sammy Davis Jr.,The Candy Man,1972,0.619345,0.318492,0.539459459459,0.039961,0.648816,0.0,0.77252,0.640774,0.552204829825,0.277658310526,0.445022392129,0.0595172912281,0.43395797193,0.0843098245614,0.647630777193,0.535998136842,131.84,6jGb3Hhy6Dfhci1Eb3au0R
Chi-Lites,Oh Girl,1972,0.594402,0.05668,0.651878378378,0.04542,0.253375,0.002535,0.689598,0.501146,0.55662062963,0.279805169312,0.448436162353,0.0602127619048,0.435111153439,0.0806416014109,0.644750252205,0.533462305115,148.478,5tcR6nVpY1JRDyDcK0K60f
Staple Singers,I'll Take You There,1972,0.536142,0.901774,0.413168918919,0.137978,0.373197,2e-06,0.716259,0.56056,0.55662062963,0.279805169312,0.448436162353,0.0602127619048,0.435111153439,0.0806416014109,0.644750252205,0.533462305115,113.149,7sxTjnPqokxnHlLrZorBK7
Bill Withers,Lean On Me,1972,0.304901,0.126576,0.157756756757,0.068139,0.814763,1.7e-05,0.514679,0.62322,0.559151872114,0.282837600355,0.450769610196,0.0603412238011,0.431448131439,0.0778149769094,0.647680191829,0.534403536412,75.348,3M8FzayQWtkvOhqMn2V4T2
Neil Diamond,Song Sung Blue,1972,0.513386,0.158879,0.388432432432,0.030676,0.338756,1.7e-05,0.393051,0.579673,0.561393297345,0.280374706195,0.450510798852,0.0607013964602,0.427669727434,0.0745246584071,0.645530870796,0.534329766372,109.488,3sZlKnnY9H5VnHkEWQVpJg
Gilbert O'Sullivan,Alone Again (Naturally),1972,0.527498,0.148617,0.809702702703,0.03403,0.6317,0.000194,0.58596,0.556604,0.562615877876,0.275327718584,0.451624958144,0.0592715185841,0.425877053097,0.0771823522124,0.636345099115,0.53136960531,171.836,6vuEG9sZtC4W2zT64f7zLF
Looking Glass,Brandy (You're A Fine Girl),1972,0.232813,0.250337,0.506506756757,0.323986,0.654731,0.0,0.63692,0.781367,0.562615877876,0.275327718584,0.451624958144,0.0592715185841,0.425877053097,0.0771823522124,0.636345099115,0.53136960531,126.963,2BY7ALEWdloFHgQZG6VMLA
Helen Reddy,I Am Woman,1972,0.600108,0.164177,0.807628378378,0.031705,0.190934,0.0,0.674015,0.39213,0.565066673214,0.275283010714,0.453507842664,0.0597683660714,0.4267148625,0.0789252964286,0.637948491071,0.533478053571,171.529,3l2hbXdvmaH3tUd3qWLKgm
Mac Davis,Baby Don't Get Hooked On Me,1972,0.401326,0.084442,0.193601351351,0.044631,0.067177,4.9e-05,0.759396,0.505989,0.565840261261,0.278338535135,0.454385305576,0.0610002954955,0.424370554955,0.0800618810811,0.634361120721,0.530721845045,80.653,4z51Gf7Ppt9Lmu5zmnUIz9
Chuck Berry,My Ding-A-Ling,1972,0.365549,0.362603,0.410648648649,0.098821,0.880583,5e-06,0.529144,0.557137,0.566720969314,0.286979001805,0.45660049761,0.0607450703971,0.423771126354,0.083079534296,0.627179074007,0.527229216606,112.776,5rJvilorz6UVTvjEHoPZV4
Michael Jackson,Ben,1972,0.741984,0.282174,0.573736486486,0.047312,0.581958,0.041191,0.220554,0.221256,0.566720969314,0.286979001805,0.45660049761,0.0607450703971,0.423771126354,0.083079534296,0.627179074007,0.527229216606,136.913,0ZFqB9g2FujbmMSrjqsL3j
Three Dog Night,Black & White,1972,0.70718,0.296609,0.385540540541,0.027397,0.401369,9e-06,0.952993,0.677615,0.569124625448,0.288752164875,0.45667801269,0.0608827222222,0.423166197133,0.0823740322581,0.625731596774,0.526484163082,109.06,6rW7wlYtsqc2UqfYBaQMKt
Johnny Nash,I Can See Clearly Now,1972,0.464093,0.07736,0.482101351351,0.042765,0.383461,0.007127,0.528619,0.682894,0.567743713761,0.291881537615,0.454783944954,0.0600478844037,0.423724293578,0.0825647082569,0.626960662385,0.526722816514,123.351,0DcrhZ12WcCqruCs8ibXSf
Temptations,Papa Was A Rollin' Stone,1972,0.222705,0.055324,0.469743243243,0.073363,0.476876,0.035436,0.865275,0.807031,0.564491859259,0.287877114815,0.459866804304,0.0593748518519,0.421988283333,0.0862482277778,0.615533585185,0.519027457407,121.522,1zC9mSQAH2fn3DGscYRuCY
Billy Paul,Me And Mrs. Jones,1972,0.274876,0.075788,0.331337837838,0.034306,0.585145,0.001249,0.361949,0.441298,0.568838271375,0.290041401487,0.460092321411,0.0596282843866,0.415462579926,0.0830812843866,0.623970767658,0.522733381041,101.038,2s6HmYJ9Uh32W6wQWIu1Zy
Stevie Wonder,Superstition,1973,0.58873,0.053748,0.328135135135,0.094067,0.06287,0.00099,0.824578,0.63312,0.57171504291,0.291318393657,0.46226226553,0.0596101007463,0.413663177239,0.0847822854478,0.630846824627,0.524860848881,100.564,4dwrL3Z5U2RZ6MZiKE2PgL
Carly Simon,You're So Vain,1973,0.469744,0.113824,0.412324324324,0.033712,0.189018,0.013686,0.947733,0.7893,0.569416009381,0.286410260788,0.463538423508,0.0592365684803,0.408528731707,0.0840227129456,0.624845712946,0.524130294559,113.024,2DnJjbjNTV9Nd5NOa1KGba
Elton John,Crocodile Rock,1973,0.408879,0.142386,0.328641891892,0.048319,0.235075,0.272954,0.971944,0.66013,0.568429225989,0.286502350282,0.464343067644,0.0591404745763,0.41293986629,0.0845090225989,0.626115672316,0.52553646516,100.639,6WCeFNVAXUtNczb7lqLiZU
O'Jays,Love Train,1973,0.69261,0.175113,0.476628378378,0.065634,0.000325,0.715869,0.660901,0.455852,0.565629206049,0.288890364839,0.466820760742,0.057332073724,0.415550485822,0.0816153705104,0.61887142155,0.521635514178,122.541,28285KFbyCq8sJofn58qlD
Roberta Flack,Killing Me Softly With His Song,1973,0.225302,0.850108,0.579777027027,0.041385,0.864816,0.0,0.325029,0.444733,0.568681815238,0.28787472,0.46491009009,0.0569892971429,0.41131656381,0.0849150152381,0.618604329524,0.521681914286,137.807,3gsCAGsWr6pUm1Vy7CPPob
Vicki Lawrence,The Night the Lights Went Out In Georgia,1973,0.414512,0.378982,0.81725,0.236334,0.696893,0.0,0.555321,0.451043,0.572561536538,0.289741484615,0.470886837318,0.0587241942308,0.407677588462,0.0814927076923,0.619909330769,0.520462709615,172.953,2VRpkHq6V8aiqdPsQqWI3e
Dawn,Tie A Yellow Ribbon Round the Ole Oak Tree,1973,0.467372,0.256238,0.828972972973,0.053119,0.887065,0.005592,0.688727,0.354343,0.570849806202,0.288264310078,0.473539807249,0.0591497306202,0.406866313953,0.0805991375969,0.618654889535,0.519467215116,174.688,12UzVR0M7asW2MHAZRJk0I
Edgar Winter,Frankenstein,1973,0.837617,0.342196,0.314439189189,0.055581,0.000412,0.815215,0.731825,0.38301,0.571037831395,0.278340839147,0.475625248795,0.0577014786822,0.407425901163,0.0790613488372,0.624201406977,0.521830327519,98.537,7zroYYPtZPZDQozgDz48Im
Stevie Wonder,You Are the Sunshine Of My Life,1973,0.462659,0.276779,0.540797297297,0.075032,0.795606,0.000102,0.663673,0.517345,0.573835166344,0.27935582205,0.477796055727,0.0582374158607,0.405962961315,0.0831930444874,0.62827670793,0.522661727273,132.038,0n2pjCIMKwHSXoYfEbYMfX
Billy Preston,Will It Go Round In Circles,1973,0.637637,0.12153,0.327628378378,0.027031,0.452982,0.003369,0.960495,0.694812,0.575139606654,0.277219227006,0.477525744433,0.057794295499,0.405415350294,0.082660925636,0.632788471624,0.525789861057,100.489,0CoIfiSV3vP4stUUHgePUy
Paul McCartney,My Love,1973,0.773307,0.944431,0.504114864865,0.042742,0.541536,9.2e-05,0.368193,0.327752,0.571017833002,0.276074986083,0.47376202246,0.0579153379722,0.409681435388,0.0885843300199,0.632484667992,0.528276270378,126.609,6W5B2atlbrHdC8vy8c3df8
Jim Croce,"Bad, Bad Leroy Brown",1973,0.707112,0.127709,0.64747972973,0.050191,0.11418,0.000182,0.87746,0.680376,0.570558328767,0.27947902544,0.472276908023,0.0594939491194,0.41331162818,0.0892843209393,0.628924755382,0.527431217221,147.827,14nBn3kUcfhDnGyKRUrVHr
George Harrison,Give Me Love (Give Me Peace On Earth),1973,0.616052,0.125431,0.195898648649,0.047578,0.358217,2e-06,0.620897,0.404181,0.573477938735,0.280539252964,0.473274116013,0.0605291600791,0.408136193676,0.0925132509881,0.633551543478,0.528210460474,80.993,4XMRt4xFqLzGs4wDKkSSeu
Diana Ross,Touch Me In the Morning,1973,0.599571,0.063902,0.574398648649,0.032382,0.486171,5.9e-05,0.513654,0.448648,0.573076880808,0.281921375758,0.472757971608,0.0609676808081,0.410044355556,0.0941803414141,0.639029012121,0.527967955556,137.011,4sIkDCqNjTubfb5UVs8lEA
Helen Reddy,Delta Dawn,1973,0.808677,0.18842,0.713418918919,0.131184,0.500087,0.0,0.812019,0.486386,0.573089584867,0.283537468303,0.470600936826,0.0615095501022,0.409122889571,0.0920770899796,0.63812598364,0.528246973415,157.586,4E5tZYJujvISFewOvXN3Ph
Maureen McGovern,The Morning After,1973,0.394056,0.128907,0.750013513514,0.036746,0.608049,0.0,0.268568,0.177581,0.573089584867,0.283537468303,0.470600936826,0.0615095501022,0.409122889571,0.0920770899796,0.63812598364,0.528246973415,163.002,62QRbVm7DqR3eoqgT7pEfs
Stories,Brother Louie,1973,0.589985,0.093895,0.348763513514,0.039226,0.101919,0.000204,0.869428,0.664092,0.573089584867,0.283537468303,0.470600936826,0.0615095501022,0.409122889571,0.0920770899796,0.63812598364,0.528246973415,103.617,5kbSslE6zBMZnULSrE4SdZ
Marvin Gaye,Let's Get It On,1973,0.532789,0.967786,0.829459459459,0.056253,0.381272,0.008291,0.500388,0.241402,0.574762777778,0.279163069959,0.470054804805,0.061709617284,0.42047181893,0.0921364423868,0.639203960905,0.529164600823,174.76,101CzL9V7HGxsrbtEd2YJC
Grand Funk Railroad,We're An American Band,1973,0.682227,0.08722,0.511790540541,0.046761,0.042678,7e-06,0.958073,0.616941,0.568867302905,0.275684439834,0.469104491421,0.0608553962656,0.423164278008,0.091449153527,0.637010742739,0.530362695021,127.745,7999BdNrSEFqQwd03aBryT
Cher,Half-Breed,1973,0.38888,0.161994,0.621695945946,0.026708,0.488284,0.0,0.337938,0.536687,0.568605004149,0.275160224066,0.467431184816,0.0606045,0.42055146473,0.0915116742739,0.6399743361,0.533002134855,144.011,23jaOlnV7vHmly51DPBr35
Eddie Kendricks,Keep On Truckin' (Part 1),1973,0.72781,0.040057,0.330439189189,0.049814,0.389176,0.044947,0.801038,0.52592,0.569458557851,0.268974772727,0.472087698235,0.0604664938017,0.417533140496,0.0941228842975,0.63895964876,0.536835206612,100.905,2yMhu0b2S5vr0Om3HEd823
Gladys Knight & the Pips,Midnight Train To Georgia,1973,0.641689,0.176287,0.259716216216,0.029974,0.362847,0.0,0.602587,0.563688,0.571037569959,0.268099806584,0.468876696141,0.0603813559671,0.414869975309,0.096608117284,0.638969442387,0.535208625514,90.438,1PTfB3maUTw9LrpjuoqKSo
Rolling Stones,Angie,1973,0.53822,0.088944,0.583763513514,0.029579,0.69529,0.000175,0.396159,0.426259,0.573395512295,0.268816598361,0.465899811697,0.0603203483607,0.412700006148,0.0954383729508,0.636895770492,0.53591757582,138.397,1GcVa4jFySlun4jLSuMhiq
Charlie Rich,The Most Beautiful Girl,1973,0.396184,0.277276,1.0,0.037646,0.656135,5e-06,0.464605,0.323786,0.569784286902,0.269302,0.464859569028,0.0616654095634,0.416262160083,0.0915557214137,0.63424985447,0.537509355509,207.269,542C7PqR1oEfl63hlhQO4V
